id	domain	subdomain	source_lang	target_lang	source_text	reference_text	provenance_id	source_sha256	stress_kind	parent_id
ID-LIT-092	in-domain	reading-room-prose	he	ru	וכאשר החליט שמואל אביו לשלחו אל הגימנזיום, בכתה אמו הצדקנית בלי הפוגה, עד אשר כלו בדמעות עיניה, גם התעלפה פעמים רבות וַתפול לרגלי אישהּ, ותענה בצום נפשה ימים רבים, וכל אלה לא הועילו לה.	Когда же его отец Шмуэль решил отправить его в гимназию, его благочестивая мать непрерывно плакала, пока глаза её не иссякли от слёз; она много раз падала в обморок, бросалась к ногам мужа и много дней изнуряла себя постом — но всё это ей не помогло.	public/data/benyehuda/canon-v4.zip#library/by-113:31	ea74d1e6dcc74a729df5d3ae5375125ae13f0340c4e476ea4cdfe56c6bc60326	none	
ID-LIT-093	in-domain	reading-room-poetry	he	ru	פִּגְרֵי אֲנָשִׁים וּרְקַב זֶרַע אָדָם,	Трупы людей и гниль человеческого семени,	public/data/benyehuda/canon-v4.zip#library/by-174:23	93b0652aebec54e4d5c6d8f83c1122ef551d21062076a2adbc67e9fd252ec563	none	
ID-LIT-094	in-domain	reading-room-article	he	ru	ורק אחר שנמצא על ידי בדיקה זו, שאין תכוּנת הרמאוּת מצויה בשום 'כלל' אחר המשותף ליהודים ולאחרים, – רק אז תהיה לנו צדקה לחרוץ משפט, כי היהדות היא אֵם הרמאוּת.	И только если такое исследование покажет, что свойство мошенничества не встречается ни в одной другой «общей категории», объединяющей евреев с другими, — лишь тогда мы будем вправе вынести приговор, что иудаизм является матерью мошенничества.	public/data/benyehuda/canon-v4.zip#library/by-10:32	b3914a4e5475b2b140b87bab244b0393fadf4bcea2ec61b3a843ed857cc7a137	none	
ID-LIT-095	in-domain	reading-room-prose	he	ru	"עתה שב לעיר מולדתו מוכתר בתואר ""דוקטור""."	Теперь он вернулся в родной город, увенчанный званием «доктора».	public/data/benyehuda/canon-v4.zip#library/by-113:32	2b4c2a69cd4b83b4705775684db364f065351a4e1791fd007014171df84e0487	none	
ID-LIT-096	in-domain	reading-room-poetry	he	ru	מוֹרְדֵי הַחַיִּים מִיַּד צוּרִי שַׁדַּי,	Мятежники против жизни, вышедшие из руки Твердыни Всемогущего,	public/data/benyehuda/canon-v4.zip#library/by-174:24	d1b894c2b2d79cd9b0323a44d7936f271b21bada07c893b93fc09681e2907101	none	
ID-LIT-097	in-domain	reading-room-article	he	ru	– אבל, כאמור, אין דרכם של בני אדם להעמיק בהגיון, ואין אנו יכולים לדרוש כזאת גם מהמון בני עמנו.	Но, как уже сказано, людям не свойственно глубоко вникать в логику, и мы не можем требовать этого также от массы нашего народа.	public/data/benyehuda/canon-v4.zip#library/by-10:33	1f267e56072bcce805f780451802091f2aac7e1412ecfde623f4cf33be2f7190	none	
ID-LIT-098	in-domain	reading-room-prose	he	ru	"אומרים כי היודע את ""האותיות הקטנות"" יודע דברים אחדים בוַדאי."	Говорят, что тот, кто знает «мелкие буквы», уж наверняка кое-что знает.	public/data/benyehuda/canon-v4.zip#library/by-113:33	dda1a42eea36dee772742f199e39bb7703c7088bce8937bd5ec37137101dc676	none	
ID-LIT-099	in-domain	reading-room-poetry	he	ru	אֵל אֱלֹהֵי כּוֹבְשֵׁי כְּנַעַן בְּסוּפָה, -	Бог, бог покорителей Ханаана в буре, —	public/data/benyehuda/canon-v4.zip#library/by-174:25	628b8bfa458f7dd717078456c7807ec48cb872c17f250b9cf4b1e840a593f876	none	
ID-LIT-100	in-domain	reading-room-article	he	ru	הם שומעים את המשפט החרוץ של ההסכמה הכללית ורואים עם זה, שרבים בקרבּנוּ כך הם באמת כמו שאומרת ההסכמה, ובזה די להם, והרי הם מתחילים להסכים גם בעצמם.	Они слышат решительный приговор всеобщего согласия и вместе с тем видят, что многие среди нас действительно таковы, как говорит это согласие; этого им достаточно, и вот они начинают соглашаться и сами.	public/data/benyehuda/canon-v4.zip#library/by-10:34	dfa64bf7b1f9f73bd0f98662dd73e737612970dbb95c2717d0883b4a2385f0aa	none	
ID-LIT-101	in-domain	reading-room-prose	he	ru	ובני העם מושכים אותו מבית לבית.	И жители города тянут его из дома в дом.	public/data/benyehuda/canon-v4.zip#library/by-113:34	3425ce2e4ee579a6dcc08c832be10b844af2a90041a26ac4753132d11079465a	none	
ID-LIT-102	in-domain	reading-room-poetry	he	ru	שָׁלֹשׁ אֲתוֹנוֹת מְשָׂרְכוֹת אֶת דַּרְכָּן,	Три ослицы тащатся своим путём,	public/data/benyehuda/canon-v4.zip#library/by-175:1	186b99bec4ac645630c9095430562acffa9d7768b17b4e3fbb681d9d4b72f1dd	none	
ID-LIT-103	in-domain	reading-room-article	he	ru	המצב הזה, אם יאריך ימים, יוכל לגרום לנו נזק מוסרי גדול.	Если такое положение продлится, оно может причинить нам большой нравственный ущерб.	public/data/benyehuda/canon-v4.zip#library/by-10:35	0daacdfa15ffea1d94657331b2d3b356e5726dde90630b8bd50851397919946d	none	
ID-LIT-104	in-domain	reading-room-prose	he	ru	"– קראה אשה זקנה אחת, באוחזה בדש מעילו מימין – מַהרה ובוא עמי אל ""ההקדש"", כי האילמת נפלה למשכב."	— воскликнула одна старуха, ухватившись справа за отворот его пальто. — Скорее идём со мной в «хекдеш»: немая слегла.	public/data/benyehuda/canon-v4.zip#library/by-113:35	12076fb932f81884314a171fe89fd2fab77e4738acbbc56998c72f06b4055a5a	none	
ID-LIT-105	in-domain	reading-room-poetry	he	ru	שָׁלֹשׁ אֲתוֹנוֹת – מִבְּאֵר-שֶׁבַע לְדָן:	Три ослицы — от Беэр-Шевы до Дана:	public/data/benyehuda/canon-v4.zip#library/by-175:2	dfe13b639ffcc73ec09153310c927eeb6966eb8ea71bb567e4e8d740ab3b437b	none	
ID-LIT-106	in-domain	reading-room-article	he	ru	אין דבר מסוכּן לגוי ולאדם כהודאה על חטאים שאין בו.	Нет ничего опаснее для народа и для человека, чем признание в грехах, которых у него нет.	public/data/benyehuda/canon-v4.zip#library/by-10:36	efd8a8271503d990e1ee0469838ec9473cf0be9d6dd3e7ab51ab6c3d56a6ad73	none	
ID-LIT-107	in-domain	reading-room-prose	he	ru	"וכל הנשים הרפו ממנו בראותן את ""מירל"" הגבאית."	И все женщины отпустили его, увидев «Мирл», распорядительницу.	public/data/benyehuda/canon-v4.zip#library/by-113:36	af04b7ea43b8a98d879f3120ba52d658107ddd3cbc6c8ff2ccfffff3f970bb5e	none	
ID-LIT-108	in-domain	reading-room-poetry	he	ru	חוּמָה וּשְׁחוֹרָה וּצְחוֹרָה, – לְאִטָּן.	Бурая, чёрная и белая — не спеша.	public/data/benyehuda/canon-v4.zip#library/by-175:3	bd52b0471c0f08c15caef77664841886cb1404319845ba091d7c2d954508c7e0	none	
ID-LIT-109	in-domain	reading-room-article	he	ru	מי שחטא באמת, הרי שערי תשובה לא ננעלו, וברצונו הטוב יכול להסיר חלאתו מעליו.	Тому, кто действительно согрешил, врата раскаяния не закрыты, и при доброй воле он может очиститься от своей скверны.	public/data/benyehuda/canon-v4.zip#library/by-10:37	3abee5f8805111b4bd130d48485a4b869f8bcb3939307d2fc358f9c101cae00d	none	
ID-LIT-110	in-domain	reading-room-prose	he	ru	"ידוֹע ידעו כי ""פה קדוש "" לה ולה הנצחון תמיד, גם ברחוב גם בבית-הכנסת."	Все прекрасно знали, что у неё «святые уста» и победа всегда остаётся за ней — и на улице, и в синагоге.	public/data/benyehuda/canon-v4.zip#library/by-113:37	54ed4a54703d3ff7b0874b495bd59916ca87ab4cc18b238b4bb19b5f381192eb	none	
ID-LIT-111	in-domain	reading-room-poetry	he	ru	עָבְרוּ הַשָּׁלֹש עַל-יַד צְרִיחַ מִסְגֵּד,	Прошли все три мимо минарета мечети,	public/data/benyehuda/canon-v4.zip#library/by-175:4	cf7a7628a888c8cdd598c0b0ec4eccd880d7adbba476811d626c01d112569cc9	none	
ID-LIT-112	in-domain	reading-room-article	he	ru	אבל מי שאחרים הביאוהו לחשוֹד עצמו במה שאין בו, איך יוכל להטהר בעיני עצמו?	Но как сможет очиститься в собственных глазах тот, кого другие заставили подозревать себя в том, чего в нём нет?	public/data/benyehuda/canon-v4.zip#library/by-10:38	64faf42f6b2612109b7a9ea7facc40ef83982f3dad623c01179a50d865a0e478	none	
ID-LIT-113	in-domain	reading-room-prose	he	ru	"אישהּ, ""יונה הארוך"", מלמד-גמרא, יקלל אותה תמיד קללות נמרצות, ומירל לא תרגז ולא תתקצף."	Её муж, «длинный Йона», учитель Гемары, постоянно осыпает её крепкими проклятиями, а Мирл не сердится и не выходит из себя.	public/data/benyehuda/canon-v4.zip#library/by-113:38	9eeb0b496f333888e3cdf62b8d23496ee143d26d6e216f9b72161f1f35afdb9e	none	
ID-LIT-114	in-domain	reading-room-poetry	he	ru	כָּרְעָה הַשְּׁחוֹרָה, כִּי קָרְאוּ לַמּוֹעֵד.	Чёрная преклонила колени, потому что прозвучал призыв к молитве.	public/data/benyehuda/canon-v4.zip#library/by-175:5	50508793920de44be99681c96bf59031b497279c0f03e8850833f340ba39c742	none	
ID-LIT-115	in-domain	reading-room-article	he	ru	"ולא עוד אלא שלפעמים תביא אמונה זו את האיש הפרטי להשתתף באותה המדה המגוּנה שלפי אמונתו היא קנין הכלל כולו, אעפ""י שהוא עצמו מצד פרטיותו אינו נוטה כלל לזה."	Более того, иногда эта вера заставляет отдельного человека участвовать в том постыдном свойстве, которое, по его убеждению, присуще всему народу, хотя сам он как отдельная личность вовсе к нему не склонен.	public/data/benyehuda/canon-v4.zip#library/by-10:39	76dcab96498c117d28e6a6af34936fe9f83b33a115903861d5b1260dfba9d654	none	
ID-LIT-116	in-domain	reading-room-prose	he	ru	מירל שומעת במנוחה את כל הקללות המעורבות במלות עבריות ותלמודיות, ואחר תשב ותשנן אותן ברחוב ובעזרת-הנשים, ובעלות-ריבה תאלמנה מפניה, מבלי דעת עד היכן הקללה העברית מגעת.	Мирл спокойно выслушивает все проклятия, перемешанные с еврейскими и талмудическими словами, а потом садится и повторяет их на улице и в женском отделении синагоги; в ссорах женщины немеют перед ней, не зная, до каких пределов может доходить еврейское проклятие.	public/data/benyehuda/canon-v4.zip#library/by-113:39	ef647ad3431e77d2d633175795398a885e9d9943d6344b763ef2ea02378d4177	none	
ID-LIT-117	in-domain	reading-room-poetry	he	ru	עָבְרוּ הַשָּׁלֹשׁ עַל-יַד פֶּתַח מִנְזָר,	Прошли все три мимо ворот монастыря,	public/data/benyehuda/canon-v4.zip#library/by-175:6	18128969afe11c3004d6fe2b4ed4d2050d0a213b0d9a30b3e5b8ccbca30108a7	none	
ID-LIT-118	in-domain	reading-room-article	he	ru	"אין ספק, למשל, כי בקרב העם שיצאו מתוכו אנשים כהרמב""ם נמצאים גם עתה בעלי דעה מיושבת ואוהבי סדר ושיטה בכל דבר, והם, בקחתם חלק בעבודת הצבּוּר, היו יכולים לתת בה את רוחם ולפעול גם על יתר העובדים."	Нет сомнения, что среди народа, из которого вышли такие люди, как Рамбам, и теперь есть люди со здравым рассудком, любящие порядок и систематичность во всём; участвуя в общественной работе, они могли бы привнести в неё свой дух и воздействовать на остальных работников.	public/data/benyehuda/canon-v4.zip#library/by-10:40	0fd3a6d10521939b815fbcd16d44e74b5ff2fee4f0c8d9b16629e758ffd224a5	none	
ID-LIT-119	in-domain	reading-room-prose	he	ru	"בחצר ""ההקדש"", המלאה רפש וטיט, ישׂחקו יחד ילד כבן ארבע שנים וילדה כבת חמש שנים."	Во дворе «хекдеша», полном грязи и глины, вместе играют мальчик лет четырёх и девочка лет пяти.	public/data/benyehuda/canon-v4.zip#library/by-113:40	ebbb2356943033f2a7e484d87607b0d1345938ccec975b16442126c3cb6321d3	none	
ID-LIT-120	in-domain	reading-room-poetry	he	ru	צָנְחָה הַחוּמָה מוּל אִיקוֹנִין מָשְׁזָר.	Бурая опустилась перед вышитой иконой.	public/data/benyehuda/canon-v4.zip#library/by-175:7	0b7e846e3a3a8c6577623436a04881877f37542d1fe81ef71539950d2acc6f11	none	
ID-LIT-121	in-domain	reading-room-article	he	ru	"אבל מה נעשׂה, וכל גזרה 'ההסכמה', ששׂנאת הסדרים היא תכוּנה יהודית, וכבר הסכמנו גם אנחנו להסכמה זו (אעפ""י שעוד לא נתברר, אם התכוּנה הזאת, המצויה באמת בחלק גדול מעמנו, מתיחסת אל הכלל 'יהודים', או אולי – מה שיותר מתקבל על הלב – אל הכלל 'חניכי־החדר')."	Но что нам делать, если «согласие» уже постановило, что ненависть к порядку — еврейское свойство, и мы сами уже согласились с этим мнением, хотя ещё не выяснено, относится ли это свойство, действительно распространённое среди значительной части нашего народа, к общей категории «евреи» или, что гораздо вероятнее, к категории «воспитанники хедера».	public/data/benyehuda/canon-v4.zip#library/by-10:41	60f707a6497748331264caa43de8a9d2d5d3b9e4e5d381479926ee22a13bc6d9	none	
ID-LIT-122	in-domain	reading-room-prose	he	ru	היא לשה עוגות מן הטיט אשר לפניה, והוא שׂם אותן בבור קטן, אשר היה להם לתנור.	Она лепит лепёшки из лежащей перед ней глины, а он кладёт их в небольшую яму, служившую им печью.	public/data/benyehuda/canon-v4.zip#library/by-113:41	0424d78d43cd0d5babad2e2c946bb246b9ddfd5b7f7e37210af73a46f0ee3b2c	none	
ID-LIT-123	in-domain	reading-room-poetry	he	ru	עָבְרוּ הַשָּׁלֹשׁ עַל חֻרְבָּה קְדוֹשָׁה,	Прошли все три мимо священной развалины,	public/data/benyehuda/canon-v4.zip#library/by-175:8	43e74489ea58b9b89e4bd231af1e3863da8b24edd5df4c9003a606031648f198	none	
ID-LIT-124	in-domain	reading-room-article	he	ru	ועל כן תרפינה ידי אוהבי הסדר, בהאמינם, כי אין עצה ואין תבונה נגד תכוּנת העם.	Поэтому у любителей порядка опускаются руки, ибо они верят, что против свойства целого народа нет ни совета, ни разумного средства.	public/data/benyehuda/canon-v4.zip#library/by-10:42	484f8c5361982628d69314608d41239fe89374db8af867bd0159bdba518cf702	none	
ID-LIT-125	in-domain	reading-room-prose	he	ru	– כשוב אמנו לאיתנה – אמר הילד לאחותו – תמכור את אשר נאפה והיה לנו כסף רב!	— Когда наша мама поправится, — сказал мальчик сестре, — она продаст то, что мы испечём, и у нас будет много денег!	public/data/benyehuda/canon-v4.zip#library/by-113:42	8bec13cc231ab32d443c99e52241d1fd385472824378e1beade7a5c0a6e441b8	none	
ID-LIT-126	in-domain	reading-room-poetry	he	ru	עָמְדָה הַצְּחוֹרָה מַרְכִּינָה אֶת רֹאשָׁהּ.	Белая остановилась, склонив голову.	public/data/benyehuda/canon-v4.zip#library/by-175:9	0d10c2f46b47e5c7d227cfc454c4c5d68456fa5dba008e0a33c02043a6e2345c	none	
ID-LIT-127	in-domain	reading-room-article	he	ru	ואם פטריוטים הם, יעקרו גם מלבם את האהבה לסדרים, המתנגדת לרוח עמם, ויעשׂו גם הם את מעשׂיהם כראוי ליהודים אמתיים…	А если они патриоты, то искоренят в своих сердцах и любовь к порядку, противоречащую духу их народа, и станут совершать свои дела так, как подобает истинным евреям…	public/data/benyehuda/canon-v4.zip#library/by-10:43	24866cf0e31f4f8716d0555c9892cacdc6204525a2195a8d507e0797e0fc8554	none	
ID-LIT-128	in-domain	reading-room-prose	he	ru	– ענתה הילדה – נעשׂה נא לנו גם אנו חנות קטנה.	— ответила девочка. — Давай и мы устроим себе маленькую лавку.	public/data/benyehuda/canon-v4.zip#library/by-113:43	7dd312ee262cc0ccd8e2f0595fb59c491919c9f4dd3ae5cdd9c70e48f66a0999	none	
ID-LIT-129	in-domain	reading-room-poetry	he	ru	עַל-גַּב הַשְּׁחוֹרָה, עַל גַּבָּהּ, סַיִף רָב;	На спине чёрной, на самой её спине, — большой меч;	public/data/benyehuda/canon-v4.zip#library/by-175:10	92d63c4fb1e0ea390265b72175f63537de5be1672dd85677331ed2a34a5c7fe3	none	
ID-LIT-130	in-domain	reading-room-article	he	ru	ואת האמצעי הזה נותנת לנו 'ההסכמה הכללית' עצמה על ידי עלילת־הדם.	И это средство даёт нам само «всеобщее согласие» посредством кровавого навета.	public/data/benyehuda/canon-v4.zip#library/by-10:44	166461ef6fc73b70f32687b69628283cb6a7c0b37bdc31931d5a734c303bcd80	none	
ID-LIT-131	in-domain	reading-room-prose	he	ru	דבריה מצאו חן בעיני הנער וַילכו שניהם יחד לתוך מקום בחצר, אשר יסכון לחנות.	Её слова понравились мальчику, и они вместе пошли в то место во дворе, которое могло подойти для лавки.	public/data/benyehuda/canon-v4.zip#library/by-113:44	d9be37d445c5746ed7662879e95373bf131135fe67b9be8dc545ec1b6150c6d6	none	
ID-LIT-132	in-domain	reading-room-poetry	he	ru	עַל-גַּב הַחוּמָה, עַל גַּבָּהּ, מֻטָּל צְלָב;	На спине бурой, на самой её спине, лежит крест;	public/data/benyehuda/canon-v4.zip#library/by-175:11	60eae6dee4e3c5b967658bb2942cd7b4ef914d028381a3fba79a7402cc147018	none	
ID-LIT-133	in-domain	reading-room-article	he	ru	העלילה הזאת היא היחידה בין כל רעותיה אשר בה לא תוכל ההסכמה להביא גם אותנו לידי ספק, אם באמת 'כל העולם חייבים ואנחנו זכאים', בהיותה מיוסדת כולה על שקר מוחלט ואין לה משען באיזה היקש מוטעה 'מן הפרט על הכלל'.	Этот навет — единственное из всех причиняемых им зол, при котором согласие не может заставить даже нас усомниться, действительно ли «весь мир виноват, а мы невиновны», поскольку он целиком основан на абсолютной лжи и не опирается ни на какое ошибочное умозаключение «от частного к общему».	public/data/benyehuda/canon-v4.zip#library/by-10:45	0d2ce84f531e51f060c4033c97299764cd882e423c1ba60a50f4d93a01f352a1	none	
ID-LIT-134	in-domain	reading-room-prose	he	ru	"בירכתי החצר ניצב ה""ארון"" ועליו מעטה שחור, מרוקם באותיות אדומות ""צדקה תציל ממות"" ובו בחרו להם הילדים להניח עליו את עוגותיהם."	В глубине двора стоял «ящик», покрытый чёрным покровом с вышитыми красными буквами: «Благотворительность спасает от смерти»; дети выбрали его, чтобы складывать сверху свои лепёшки.	public/data/benyehuda/canon-v4.zip#library/by-113:45	8242719ee0c3bc0c41805ce24fb23939e0dcfad2821cd80c36305cf050932032	none	
ID-LIT-135	in-domain	reading-room-poetry	he	ru	עַל-גַּב הַצְּחוֹרָה אַךְ שְׁטִיחַ זָהָב.	На спине белой — лишь золотой ковёр.	public/data/benyehuda/canon-v4.zip#library/by-175:12	4cf6c26c8d56069bcf191c1622544da0af4502ac932133052f63bfeb30934f6f	none	
ID-LIT-136	in-domain	reading-room-article	he	ru	כל איש ישׂראל שנתחנך בתוך עמו יודע בבירור גמור, שאין בתוך כלל ישׂראל אף פרט אחד האוכל דם אדם לשם שמים.	Каждый еврей, воспитанный среди своего народа, знает совершенно ясно, что во всём Израиле нет ни одного человека, который употреблял бы человеческую кровь во имя Небес.	public/data/benyehuda/canon-v4.zip#library/by-10:46	758111e47443a06c66fc5a97fe8a8db4b0666ceb91724e96d9b549a95ac5ddd4	none	
ID-LIT-137	in-domain	reading-room-prose	he	ru	"מן ה""הקדש"" יצאה ""בריינה העבה"", אשה גבוהת-קומה ובריאת-בשׂר; צעדיה קטנים, עד כי תיראה לא כהולכת כי אם כמַחלקת על פניי הארץ."	Из «хекдеша» вышла «толстая Брейна» — высокая, крепко сложенная женщина; шаги её были так малы, что казалось, будто она не идёт, а скользит по поверхности земли.	public/data/benyehuda/canon-v4.zip#library/by-113:46	96fc9cf8be90d04d88a7c8e1264c1c7a9015cfbdc8f7dc082bfef89cddcdcf88	none	
ID-LIT-138	in-domain	reading-room-poetry	he	ru	אֵין כְּלוּם עַל גַּבָּהּ בִּלְתִּי אִם-הַשָּׁטִיחַ –	На её спине нет ничего, кроме ковра —	public/data/benyehuda/canon-v4.zip#library/by-175:13	a5008412c31004e4bf7c567bdef590bd5df6d1c820ae01c17c5cd93c4a06d04a	none	
ID-LIT-139	in-domain	reading-room-article	he	ru	ואת הידיעה הברורה הזאת משגיאת 'ההסכמה הכללית', המתחדשת בלבנו מזמן לזמן על ידי התחדשות עלילת־הדם, צריכים אנו לשמור תמיד בזכרוננו, והיא תעזור לנו לעקור מלבנו את הנטיה להכּנע מפני האַבטוֹריטט של 'כל העולם' גם ביתר הדברים.	Это ясное знание об ошибочности «всеобщего согласия», вновь оживающее в наших сердцах всякий раз с возобновлением кровавого навета, мы должны постоянно хранить в памяти; оно поможет нам вырвать из сердца склонность преклоняться перед авторитетом «всего мира» и в прочих вопросах.	public/data/benyehuda/canon-v4.zip#library/by-10:47	27b33d56ed073f6efa79724987eae90737c2c68415281d17f2434cd2d95bfaaf	none	
ID-LIT-140	in-domain	reading-room-prose	he	ru	כל ריס לא נראה בעפעפי עיניה הירקרקות, אשר היו נטויות אל הפוזמק שבידיה, ואך שתי טפות דמעה גדולות נזלו לאט על לחייה העבות הקמוטות.	На веках её зеленоватых глаз не было видно ни одной ресницы; глаза были опущены к чулку в её руках, и лишь две большие слезы медленно стекали по её толстым, морщинистым щекам.	public/data/benyehuda/canon-v4.zip#library/by-113:47	c447b86a463eb98e9be5e6f340c775734e5107995a82cc78e6e9fd8be5219991	none	
ID-LIT-141	in-domain	reading-room-poetry	he	ru	בִּמְהֵרָה בְּיָמֵינוּ יִרְכַּב עָלֶיהָ מָשִׁיחַ.	Скоро, в наши дни, на ней поедет Мессия.	public/data/benyehuda/canon-v4.zip#library/by-175:14	041662ee0b0b6be33374ba64738126c13f2b96d0c73a64945f56e439cd6a8146	none	
ID-LIT-142	in-domain	reading-room-article	he	ru	יאמר כל העולם מה שיאמר על דבר פחיתוּת ערכּנוּ המוסרי, – אנחנו יודעים, כי 'ההסכמה' הזאת נשענת רק על הגיון המוני, בלי כל יסוד מדעי אמתּי.	Пусть весь мир говорит что угодно о низости нашего нравственного достоинства, — мы знаем, что это «согласие» опирается лишь на логику толпы и не имеет никакого подлинно научного основания.	public/data/benyehuda/canon-v4.zip#library/by-10:48	3dc1fa4c2b77d77fb4a87a8be952cfeee8a347640aedfa75e9fbfa6f3015f1da	none	
ID-LIT-143	in-domain	reading-room-prose	he	ru	"והנה ""מירל"" צולעת לקראתה בחצר."	И вот «Мирл» хромая идёт ей навстречу по двору.	public/data/benyehuda/canon-v4.zip#library/by-113:48	066ff1081f3a154b2351cef44d371faa07b672a106ca61e54080e3b02176f3cc	none	
ID-LIT-144	in-domain	reading-room-poetry	he	ru	"בשנת ""כטל לישראל"" מוכן להחיות מתים נלקח ארון האלקים המכובד והענו עטרת ראשנו הדרשן המפורסם אב""ד פה טריאסטי יע""א כמהר""ר מרדכי אשכנזי ז""ל ונשמע קולו בבאו אל הקדש ויאמר:1"	В год, обозначенный словами «как роса Израилю», готовому оживить мёртвых, был взят почитаемый и смиренный ковчег Божий, венец нашей головы, знаменитый проповедник и глава раввинского суда здесь, в Триесте, наш учитель и раввин Мордехай Ашкенази, благословенной памяти; и при входе его в святое место раздался его голос, и он сказал:	public/data/benyehuda/canon-v4.zip#library/by-180:1	0654cae6c4d14904f97560065c75dd99a5727acb9cfd364dc9f9045e75e513f1	none	
ID-LIT-145	in-domain	reading-room-article	he	ru	כי מי בא בסוד עמקי רוחנו וראה את 'היהודי' כמו שהוא מצד עצמו?	Ибо кто проник в тайные глубины нашего духа и увидел «еврея» таким, каков он сам по себе?	public/data/benyehuda/canon-v4.zip#library/by-10:49	f09691f70a82872940703cdda630921cc9fe2f253d4dbc2318d9069139fb50d2	none	
ID-LIT-146	in-domain	reading-room-prose	he	ru	"פניה ירוקים ומלאים קמטים, ראשה הקטן, אשר ידמה בגודלו לאתרוג קוֹרפוּ, נע הנה והנה בלכתה, ומבעד למטפחת ראשה נראו על מצחה משקפים, אחוזים בחוטי ברזל עבים, אשר השתמשה בהם אך לאמירת ה""תחינות""."	Лицо её было зеленоватым и покрытым морщинами; маленькая голова, по величине напоминавшая корфский этрог, качалась из стороны в сторону при ходьбе, а из-под головного платка на лбу виднелись очки, закреплённые толстой железной проволокой, которыми она пользовалась только при чтении «тхинот».	public/data/benyehuda/canon-v4.zip#library/by-113:49	fba8d021ec73a425c133a2d18bb4f5c033a0aa9f2d62e840d1c917748b3d32c8	none	
ID-LIT-147	in-domain	reading-room-poetry	he	ru	לָכֵן אֶשְׂמַח כִּי רַב חֵילִי,	Поэтому я возрадуюсь, ибо велика моя сила,	public/data/benyehuda/canon-v4.zip#library/by-180:2	77c5bc0a4418366abde46650e08c36606f31a2fcf69b26634ebe9e39d14c9451	none	
ID-LIT-148	in-domain	reading-room-article	he	ru	מי שקל זה לעומת זה יהודים ושאינם יהודים הדומים אלו לאלו בכל יתר 'הכללים': סוחרים לעומת סוחרים, נרדפים לעומת נרדפים, רעבים לעומת רעבים וכו'.	Кто сопоставил евреев и неевреев, сходных друг с другом во всех остальных «общих категориях»: торговцев с торговцами, преследуемых с преследуемыми, голодных с голодными и так далее?	public/data/benyehuda/canon-v4.zip#library/by-10:50	0f5e2dda02d8a50db5f7a92c7ae877aab61a3ed7d205f0fb9d5cc0b93e9c433e	none	
ID-LIT-149	in-domain	reading-room-prose	he	ru	"קול בריינה היה עבה וגס כקול המנקים בארובות, וקול מירל היה דק ומצלצל, ובדבּרה נפסק לרגעים, לשונה התנהלה בכבדות עוד רב יותר מירכה הצולעת, ובכל זאת היה פיה ""פה קדוש""."	Голос Брейны был густым и грубым, словно голос трубочиста, а голос Мирл — тонким и звонким; во время речи он временами обрывался, её язык двигался с ещё большим трудом, чем хромое бедро, и всё же её рот был «святыми устами».	public/data/benyehuda/canon-v4.zip#library/by-113:50	92d5eb6c6d3d64d1e296543789e8c537a51f7dce1f4fec5103732f490b95704f	none	
ID-LIT-150	in-domain	reading-room-poetry	he	ru	כִּי הוּא שׁוֹכֵב עִם אֲבוֹתֵנוּ:	Ибо он покоится с нашими предками:	public/data/benyehuda/canon-v4.zip#library/by-180:3	2c233ac7a06a288407b3dadde6ece3ff6b62b4ea605533847d80ccedc3226f3a	none	
